text,label,clean_text,finbert_label
The Bank of Japan is widely expected to keep monetary stimulus unchanged  https://t.co/eGDtxbJoMU,1,the bank of japan is widely expected to keep monetary stimulus unchanged  ,0
#FedFAQ:  I received a suspicious-looking e-mail that claims to be from the Federal Reserve. Is it a scam?  Learn more:  https://t.co/GY6gSUE4mA  https://t.co/5aZJ3d7Lis,9,fedfaq  i received a suspiciouslooking email that claims to be from the federal reserve is it a scam  learn more    ,0
$TRHC - Tabula Rasa HealthCare stock gains postmarket on raised Q2 revenue guidance  https://t.co/TsPhHdveDB,19,trhc  tabula rasa healthcare stock gains postmarket on raised q2 revenue guidance  ,1
Maxar’s High-Resolution Vivid Basemaps Enhances Esri ArcGIS Living Atlas of the World  https://t.co/HhjVd4sDHC  https://t.co/Wndwu8z6rf,2,maxars highresolution vivid basemaps enhances esri arcgis living atlas of the world    ,1
$R: Ryder System increases its quarterly dividend 7% to $0.62/share  https://t.co/FOQXjrn58W,4,r ryder system increases its quarterly dividend 7 to 062share  ,1
$SUMRX: Overnight Summary -- World markets mixed ahead of CPI  https://t.co/4nsvdQmFdI,15,sumrx overnight summary  world markets mixed ahead of cpi  ,0
"$NEPT I play what i see on charts,...... another fool here trying to stop the breakout..... no worries , this guy will cover soon...  https://t.co/S4azYeU0dB",18,nept i play what i see on charts another fool here trying to stop the breakout no worries  this guy will cover soon  ,0
The $SPY $QQQ $IWM pulled back to the rising 5DMA and ⚓️VWAP from last wk gap lower  The primary trend is lower so the burden remains on the buyers.  The best thing the markets can do is to find support in this area to build a higher low on 15 min TF at bottom  https://t.co/Xb8mGlu2WL,18,the spy qqq iwm pulled back to the rising 5dma and vwap from last wk gap lower  the primary trend is lower so the burden remains on the buyers  the best thing the markets can do is to find support in this area to build a higher low on 15 min tf at bottom  ,2
UPS opens a second airport cargo-handling facility in India to capture soaring pandemic-driven demand for airfreight  https://t.co/GEyvqrPLE8,2,ups opens a second airport cargohandling facility in india to capture soaring pandemicdriven demand for airfreight  ,0
Billionaire investor Bill Ackman told investors in the largest-ever blank-check company that it’s returning their $4 billion after failing to consummate a merger deal.  https://t.co/e1Z22KEiYD,9,billionaire investor bill ackman told investors in the largestever blankcheck company that its returning their 4 billion after failing to consummate a merger deal  ,0
"Falcon’s Beyond, a Leading Global Entertainment Development Company, to Become a Public Company Through a Business Combination with FAST Acquisition Corp. II  https://t.co/iszGbAY08M  https://t.co/6KqOFH4n4a",13,falcons beyond a leading global entertainment development company to become a public company through a business combination with fast acquisition corp ii    ,0
The Law Offices of Frank R. Cruz Announces the Filing of a Securities Class Action on Behalf of Missfresh Limited (MF) Investors  https://t.co/oV1fDlegNi  https://t.co/zygmmyv6hQ,12,the law offices of frank r cruz announces the filing of a securities class action on behalf of missfresh limited mf investors    ,0
EPR Properties Declares Monthly Dividend for Common Shareholders  https://t.co/4wZ7JxWhG2  https://t.co/IRsMEiVLqb,4,epr properties declares monthly dividend for common shareholders    ,0
"Elevate to Release Second Quarter 2022 Earnings on Tuesday, August 2nd  https://t.co/MiSCXOwdXz  https://t.co/Kv696fKa6j",5,elevate to release second quarter 2022 earnings on tuesday august 2nd    ,0
"Uniper uses up a $2 billion credit line from German state-owned lender KfW, increasing the urgency for a government bailout  https://t.co/K6dood8EWN",3,uniper uses up a 2 billion credit line from german stateowned lender kfw increasing the urgency for a government bailout  ,0
$SPY H1 chart lately one could trade the RSI 70/30 been great clue to be short or long. Observation at this time flat on SPY at this time,18,spy h1 chart lately one could trade the rsi 7030 been great clue to be short or long observation at this time flat on spy at this time,0
"$SDVKF - Sandvik AB (publ) Non-GAAP EPS of SEK2.95, revenue of SEK27.05B  https://t.co/zWmjm9fqfM",7,sdvkf  sandvik ab publ nongaap eps of sek295 revenue of sek2705b  ,0
$WTFC: Wintrust Fin to increase its minimum wage paid to eligible non-commission hourly employees to $18 per hour...  https://t.co/JJcKoR7EIG,2,wtfc wintrust fin to increase its minimum wage paid to eligible noncommission hourly employees to 18 per hour  ,0
Burberry holds its forecast for the current fiscal year largely steady despite severe lockdowns in parts of China in April and May that hurt demand for luxury products  https://t.co/fV9jBEAgAv,7,burberry holds its forecast for the current fiscal year largely steady despite severe lockdowns in parts of china in april and may that hurt demand for luxury products  ,2
"Those betting against Grayscale Investments’ Bitcoin Trust have seen a nearly 50% return from the start of June to mid-July, according to S3 Partners  https://t.co/4gNf8gHuuh",18,those betting against grayscale investments bitcoin trust have seen a nearly 50 return from the start of june to midjuly according to s3 partners  ,0
"Surging energy prices are likely to push one in three British households into fuel poverty by October, a charity warns  https://t.co/fokqoIg8aD",14,surging energy prices are likely to push one in three british households into fuel poverty by october a charity warns  ,2
"Russia’s oil exports rose back above $20 billion in June despite lower shipments abroad because of a rally in energy prices, according to the International Energy Agency  https://t.co/Ic1mHcz5aF",6,russias oil exports rose back above 20 billion in june despite lower shipments abroad because of a rally in energy prices according to the international energy agency  ,2
$ORRRY $ORPEF - Orpea SA reports 1H results  https://t.co/2lXNDnlhOv,5,orrry orpef  orpea sa reports 1h results  ,0
$BTC.X back over 23K !!! Watch $BKKT for a big breakout over 2.76,18,btcx back over 23k  watch bkkt for a big breakout over 276,0
$OPI - The 11% Dividend Of Office Properties Is Attractive But Not Entirely Safe.  https://t.co/nkfPG3PyZC #investing #finance #stocks,18,opi  the 11 dividend of office properties is attractive but not entirely safe   investing finance stocks,1
CHILE'S CENTRAL BANK SAYS EXPECTS MORE INTEREST RATE HIKES TO ASSURE CONVERGANCE OF INFLATION TO 3%,1,chiles central bank says expects more interest rate hikes to assure convergance of inflation to 3,0
Credit Spread Improvement And A Quick Update On S&amp;P 500 Earnings.  https://t.co/zav6Mf1ysA #investing #markets #business,5,credit spread improvement and a quick update on sampp 500 earnings   investing markets business,1
Italian Current Account Balance May: €-1.251Bln (prev €-2.19Bln),14,italian current account balance may 1251bln prev 219bln,0
Buyout debt: The moving business gets back to work  https://t.co/54OQsYTOuk,9,buyout debt the moving business gets back to work  ,0
$NOK (+7.9% pre) Nokia Boosts Sales as Turnaround Gains Steam - WSJ   https://t.co/uZ8A7M4NWP,19,nok 79 pre nokia boosts sales as turnaround gains steam  wsj   ,1
Opinion: The race between Rishi Sunak and Liz Truss will reflect how strange the modern Tory party has become  https://t.co/AUNpegGGrc,16,opinion the race between rishi sunak and liz truss will reflect how strange the modern tory party has become  ,0
"$TSLA: Tesla beats by $0.46, reports revs in-line, reaffirms expectation to achieve 50% average annual growth in...  https://t.co/3PJSIsoMEA",7,tsla tesla beats by 046 reports revs inline reaffirms expectation to achieve 50 average annual growth in  ,1
$ADM - Archer-Daniels-Midland Is Fairly Valued.  https://t.co/GdBFj8mUrg #markets #stockmarket #finance,18,adm  archerdanielsmidland is fairly valued   markets stockmarket finance,0
European stocks decline for a second day ahead of a key earnings season and amid concerns about new lockdowns in China  https://t.co/PVfVWEtWO9,15,european stocks decline for a second day ahead of a key earnings season and amid concerns about new lockdowns in china  ,2
Here are the key takeaways summing up Company’s lawsuit against Elon Musk over his abandoned $44 billion takeover bid  https://t.co/ygu2NLzKqI,12,here are the key takeaways summing up companys lawsuit against elon musk over his abandoned 44 billion takeover bid  ,0
UBS appoints Iqbal Khan as sole head of wealth management unit  https://t.co/dmHbXG7jbW,17,ubs appoints iqbal khan as sole head of wealth management unit  ,0
Took a position on $IMTE,18,took a position on imte,0
Senator Joe Manchin told Democratic leaders that he would not support an economic package that contains new spending on climate measures or new tax increases  https://t.co/yEhC2DhBPa,16,senator joe manchin told democratic leaders that he would not support an economic package that contains new spending on climate measures or new tax increases  ,0
BOE Governor Andrew Bailey stressed that there are “no ifs or buts” to his aim of bringing inflation back the central bank’s 2% target  https://t.co/XRWRM2FHMj,1,boe governor andrew bailey stressed that there are no ifs or buts to his aim of bringing inflation back the central banks 2 target  ,0
"WATCH: President Biden delivers remarks during his visit to Jeddah, Saudi Arabia on Friday.   https://t.co/C7GvVcNwJc",16,watch president biden delivers remarks during his visit to jeddah saudi arabia on friday   ,0
Daily chart $QCOM  https://t.co/FIHxdaBlHC,18,daily chart qcom  ,0
Twitter wins bid for expedited trial to force Musk to close $44 billion acquisition  https://t.co/CY48VveLRC,13,twitter wins bid for expedited trial to force musk to close 44 billion acquisition  ,0
ClearBridge International Growth ADR Strategy Commentary Q2 2022.  https://t.co/vX9Y8QUwxv #trading #investing #stockmarket,2,clearbridge international growth adr strategy commentary q2 2022   trading investing stockmarket,0
Teledyne Announces Second Quarter 2022 Earnings Webcast Details  https://t.co/F2Vtf4UO56  https://t.co/mcNoZbH0DY,5,teledyne announces second quarter 2022 earnings webcast details    ,0
$FHI: Federated Hermes reached a definitive agreement to acquire substantially all of the assets of C.W. Henderson...  https://t.co/T4Qo2tjcAq,13,fhi federated hermes reached a definitive agreement to acquire substantially all of the assets of cw henderson  ,0
The technology used to make Covid-19 vaccines may also help fight a honeybee-killing pest  https://t.co/1fAJYsykoC,9,the technology used to make covid19 vaccines may also help fight a honeybeekilling pest  ,1
